age,gender,income,education,marital_status,credit_score,loan_amount,employment_status,dependents,home_ownership,loan_purpose,loan_status
62,Male,56,PhD,Widowed,391,40,Retired,0,Rent,Home,Rejected
68,Male,83,High School,Widowed,363,28,Employed,5,Own,Car,Rejected
25,Female,105,Bachelor,Widowed,518,17,Unemployed,1,Own,Business,Rejected
44,Female,53,Master,Married,546,31,Retired,5,Rent,Car,Rejected
44,Male,58,High School,Married,772,23,Self-Employed,0,Mortgage,Education,Approved
51,Male,86,Master,Single,356,31,Employed,1,Own,Car,Rejected
38,Female,81,PhD,Widowed,344,26,Retired,3,Own,Car,Rejected
47,Female,107,Master,Single,385,4,Retired,0,Mortgage,Personal,Rejected
50,Male,150,PhD,Married,337,39,Unemployed,3,Rent,Car,Approved
45,Male,128,Bachelor,Divorced,481,43,Unemployed,5,Rent,Personal,Rejected
64,Female,108,Bachelor,Widowed,463,43,Employed,3,Mortgage,Car,Rejected
50,Male,86,PhD,Widowed,425,43,Unemployed,4,Mortgage,Personal,Approved
22,Male,98,High School,Widowed,506,15,Retired,2,Own,Home,Rejected
65,Female,48,PhD,Widowed,566,37,Retired,1,Rent,Personal,Rejected
36,Female,93,Master,Widowed,653,38,Unemployed,0,Rent,Home,Approved
21,Female,51,Master,Married,710,23,Employed,5,Mortgage,Home,Approved
52,Male,106,Master,Widowed,421,5,Self-Employed,3,Mortgage,Business,Approved
66,Female,58,High School,Widowed,807,41,Retired,5,Rent,Home,Approved
34,Male,120,Bachelor,Single,768,43,Retired,4,Rent,Business,Rejected
61,Female,87,Bachelor,Divorced,432,25,Unemployed,0,Rent,Personal,Rejected
45,Female,47,Master,Widowed,678,30,Self-Employed,5,Own,Education,Approved
47,Male,33,High School,Single,617,26,Retired,4,Own,Business,Rejected
46,Male,96,Master,Married,424,3,Self-Employed,0,Own,Education,Rejected
63,Female,135,Bachelor,Single,750,4,Self-Employed,4,Rent,Personal,Approved
70,Female,47,PhD,Widowed,507,47,Retired,4,Rent,Business,Rejected
23,Male,108,Master,Single,599,18,Self-Employed,2,Rent,Personal,Rejected
52,Female,51,Master,Single,788,37,Self-Employed,3,Rent,Education,Approved
58,Male,114,Master,Married,441,11,Unemployed,1,Rent,Personal,Approved
54,Male,36,Bachelor,Single,773,11,Unemployed,1,Mortgage,Education,Rejected
41,Female,136,High School,Married,603,36,Self-Employed,0,Own,Home,Approved
46,Male,96,PhD,Married,329,16,Employed,0,Rent,Education,Rejected
66,Male,74,PhD,Single,676,43,Self-Employed,5,Mortgage,Education,Rejected
63,Male,29,PhD,Widowed,640,25,Retired,5,Own,Home,Rejected
70,Female,99,Master,Divorced,508,1,Employed,2,Mortgage,Business,Rejected
48,Male,135,Bachelor,Single,542,26,Unemployed,0,Rent,Car,Approved
52,Female,98,PhD,Single,457,45,Employed,1,Mortgage,Business,Rejected
50,Female,79,Master,Single,445,30,Unemployed,3,Mortgage,Car,Rejected
69,Female,61,High School,Divorced,639,6,Employed,2,Mortgage,Home,Approved
38,Male,135,Master,Divorced,391,27,Self-Employed,0,Own,Business,Rejected
49,Male,128,PhD,Married,628,19,Unemployed,2,Mortgage,Personal,Rejected
40,Female,90,PhD,Divorced,471,38,Retired,2,Own,Personal,Rejected
50,Female,121,High School,Divorced,330,45,Employed,2,Rent,Business,Rejected
20,Male,32,Bachelor,Single,571,43,Self-Employed,0,Rent,Personal,Rejected
35,Female,34,High School,Married,394,19,Employed,4,Own,Home,Rejected
42,Female,55,High School,Widowed,376,39,Employed,0,Rent,Personal,Rejected
59,Male,34,PhD,Married,450,44,Retired,0,Own,Personal,Approved
48,Female,136,PhD,Divorced,441,32,Employed,5,Own,Car,Rejected
20,Male,94,Bachelor,Divorced,530,48,Retired,0,Mortgage,Car,Approved
57,Male,75,PhD,Single,427,1,Unemployed,0,Own,Education,Approved
63,Female,114,High School,Widowed,796,25,Retired,0,Rent,Home,Rejected
41,Male,71,High School,Widowed,579,47,Retired,2,Own,Personal,Rejected
67,Male,103,Bachelor,Widowed,840,13,Unemployed,2,Own,Home,Approved
49,Male,48,PhD,Divorced,829,10,Retired,0,Own,Home,Approved
64,Female,72,PhD,Divorced,430,18,Self-Employed,5,Mortgage,Car,Rejected
39,Female,40,High School,Married,760,36,Employed,3,Own,Personal,Approved
40,Female,131,High School,Divorced,568,22,Retired,5,Rent,Education,Rejected
19,Male,95,PhD,Widowed,559,6,Employed,3,Mortgage,Business,Rejected
44,Male,49,Master,Widowed,350,27,Retired,4,Rent,Education,Approved
59,Female,144,High School,Widowed,432,8,Unemployed,3,Mortgage,Car,Rejected
19,Female,70,High School,Single,304,24,Unemployed,1,Mortgage,Education,Rejected
43,Male,97,High School,Married,801,20,Employed,1,Rent,Car,Approved
34,Female,41,Bachelor,Married,483,22,Employed,3,Rent,Car,Rejected
57,Female,83,PhD,Divorced,708,9,Employed,0,Mortgage,Home,Approved
50,Female,40,PhD,Single,390,40,Unemployed,3,Mortgage,Personal,Rejected
26,Female,148,PhD,Married,735,50,Employed,1,Rent,Business,Rejected
60,Female,126,High School,Single,488,39,Retired,3,Mortgage,Car,Rejected
65,Male,135,PhD,Single,779,19,Retired,2,Mortgage,Car,Approved
56,Female,143,PhD,Divorced,682,50,Employed,4,Mortgage,Home,Rejected
46,Female,55,PhD,Single,621,1,Unemployed,2,Mortgage,Business,Approved
59,Male,66,Bachelor,Married,742,11,Retired,5,Mortgage,Car,Rejected
43,Male,51,Bachelor,Divorced,789,41,Unemployed,2,Own,Personal,Approved
52,Male,73,High School,Married,432,42,Unemployed,4,Own,Personal,Rejected
67,Male,42,PhD,Single,725,10,Unemployed,0,Mortgage,Home,Rejected
42,Female,21,High School,Single,549,1,Employed,4,Own,Car,Rejected
41,Female,129,High School,Widowed,360,27,Unemployed,0,Mortgage,Business,Rejected
30,Female,143,High School,Divorced,721,17,Unemployed,1,Mortgage,Home,Approved
24,Female,86,High School,Divorced,775,44,Employed,3,Mortgage,Home,Approved
53,Male,90,High School,Widowed,522,44,Self-Employed,1,Own,Education,Approved
62,Male,48,High School,Married,737,17,Retired,1,Mortgage,Home,Approved
37,Female,138,Bachelor,Married,683,39,Employed,1,Own,Education,Rejected
18,Female,132,Master,Single,618,43,Retired,3,Mortgage,Education,Approved
25,Female,64,Bachelor,Divorced,524,2,Employed,0,Own,Car,Rejected
63,Female,35,High School,Single,722,48,Employed,4,Own,Personal,Rejected
33,Male,50,Master,Widowed,490,23,Employed,0,Rent,Business,Rejected
31,Female,69,Master,Single,378,41,Retired,0,Mortgage,Home,Rejected
29,Male,141,PhD,Married,664,10,Employed,2,Own,Car,Rejected
68,Male,34,High School,Married,321,42,Employed,3,Rent,Business,Rejected
40,Male,68,High School,Widowed,847,30,Employed,0,Mortgage,Home,Approved
32,Male,29,Bachelor,Married,629,35,Retired,0,Own,Personal,Rejected
45,Female,39,Master,Widowed,455,25,Self-Employed,1,Rent,Personal,Rejected
51,Female,89,Master,Divorced,355,17,Employed,5,Rent,Education,Rejected
19,Female,27,High School,Widowed,547,46,Employed,2,Rent,Education,Rejected
49,Female,53,PhD,Widowed,560,19,Employed,4,Own,Business,Rejected
40,Male,23,High School,Widowed,734,18,Employed,5,Mortgage,Home,Rejected
39,Male,127,Master,Married,826,18,Employed,2,Mortgage,Education,Approved
68,Male,43,PhD,Divorced,777,46,Self-Employed,1,Rent,Car,Approved
42,Female,74,PhD,Single,837,35,Unemployed,1,Mortgage,Education,Approved
39,Male,45,Master,Divorced,834,10,Unemployed,1,Rent,Business,Rejected
39,Male,44,High School,Married,680,23,Employed,3,Own,Car,Rejected
66,Male,55,High School,Divorced,402,45,Retired,5,Own,Personal,Rejected
69,Male,90,High School,Divorced,328,22,Self-Employed,1,Mortgage,Car,Rejected
59,Female,31,Bachelor,Widowed,782,44,Self-Employed,0,Rent,Business,Approved
23,Male,148,Bachelor,Widowed,356,9,Self-Employed,3,Own,Personal,Rejected
32,Male,135,PhD,Married,361,32,Unemployed,1,Mortgage,Home,Approved
60,Female,102,High School,Widowed,347,26,Retired,3,Rent,Business,Rejected
54,Female,25,Bachelor,Married,666,29,Unemployed,0,Own,Education,Approved
50,Female,45,PhD,Single,846,42,Self-Employed,1,Mortgage,Business,Rejected
25,Male,132,Master,Divorced,844,19,Unemployed,5,Rent,Business,Approved
70,Male,122,Master,Single,626,48,Unemployed,1,Rent,Business,Approved
61,Male,139,High School,Single,565,29,Employed,0,Own,Personal,Rejected
61,Male,28,Master,Divorced,475,35,Employed,1,Mortgage,Business,Approved
22,Female,64,Master,Widowed,343,12,Employed,0,Mortgage,Home,Rejected
56,Male,33,Master,Single,518,8,Self-Employed,1,Rent,Business,Rejected
21,Male,131,PhD,Divorced,425,25,Employed,1,Own,Education,Rejected
23,Female,74,Master,Single,678,27,Self-Employed,2,Own,Car,Approved
62,Female,34,Master,Single,618,47,Employed,3,Mortgage,Personal,Rejected
49,Female,56,PhD,Divorced,604,43,Self-Employed,4,Rent,Education,Rejected
69,Male,146,Bachelor,Widowed,499,45,Unemployed,2,Mortgage,Home,Rejected
47,Male,136,PhD,Married,384,6,Retired,2,Mortgage,Business,Rejected
64,Male,103,Bachelor,Divorced,340,13,Self-Employed,3,Rent,Personal,Rejected
52,Male,91,PhD,Married,850,11,Unemployed,2,Own,Personal,Rejected
57,Male,115,High School,Divorced,662,38,Employed,0,Mortgage,Personal,Rejected
69,Female,130,Master,Divorced,568,6,Unemployed,2,Rent,Education,Rejected
33,Female,124,Bachelor,Married,661,5,Unemployed,4,Own,Car,Approved
30,Male,77,PhD,Married,666,7,Retired,0,Rent,Car,Rejected
67,Male,114,Bachelor,Widowed,480,19,Employed,5,Rent,Home,Approved
59,Male,137,Bachelor,Divorced,530,43,Self-Employed,3,Rent,Education,Approved
47,Male,25,Master,Divorced,369,6,Self-Employed,3,Own,Education,Rejected
36,Male,23,Bachelor,Divorced,788,25,Self-Employed,3,Own,Education,Rejected
34,Female,62,PhD,Widowed,533,9,Employed,0,Own,Business,Rejected
36,Female,112,High School,Married,728,20,Self-Employed,3,Mortgage,Education,Rejected
45,Female,61,High School,Divorced,593,25,Retired,3,Mortgage,Education,Rejected
43,Male,22,Master,Married,647,50,Unemployed,4,Own,Personal,Rejected
54,Male,148,PhD,Widowed,398,8,Employed,1,Mortgage,Personal,Rejected
43,Female,34,PhD,Single,660,50,Self-Employed,5,Rent,Personal,Rejected
70,Female,66,High School,Married,657,37,Unemployed,1,Rent,Education,Approved
40,Male,104,PhD,Widowed,429,38,Unemployed,1,Rent,Education,Approved
26,Female,77,Bachelor,Single,818,2,Retired,3,Mortgage,Personal,Rejected
29,Female,58,Master,Divorced,682,22,Self-Employed,0,Own,Home,Rejected
70,Male,150,High School,Divorced,363,36,Employed,3,Mortgage,Home,Approved
18,Female,54,Master,Married,695,4,Unemployed,1,Mortgage,Car,Approved
18,Female,71,Bachelor,Single,480,48,Retired,4,Own,Business,Rejected
64,Female,137,High School,Widowed,488,1,Unemployed,3,Rent,Business,Rejected
51,Male,33,PhD,Divorced,482,48,Retired,3,Own,Car,Rejected
49,Female,49,PhD,Divorced,791,33,Retired,3,Rent,Personal,Approved
65,Female,109,Bachelor,Single,469,24,Unemployed,0,Own,Personal,Rejected
42,Female,114,High School,Widowed,621,49,Unemployed,4,Mortgage,Education,Approved
57,Male,88,Master,Divorced,471,5,Self-Employed,4,Own,Business,Approved
62,Male,146,High School,Divorced,583,48,Employed,4,Own,Education,Rejected
70,Female,71,PhD,Married,665,35,Retired,4,Rent,Education,Approved
18,Male,82,High School,Widowed,410,42,Retired,1,Own,Business,Approved
33,Female,55,High School,Divorced,377,50,Unemployed,3,Own,Personal,Rejected
56,Male,110,PhD,Single,552,50,Unemployed,5,Own,Home,Rejected
22,Male,72,PhD,Divorced,535,26,Unemployed,4,Own,Personal,Rejected
39,Female,128,Master,Widowed,392,49,Employed,2,Mortgage,Personal,Rejected
46,Female,91,High School,Married,333,43,Unemployed,2,Own,Education,Rejected
20,Female,34,PhD,Divorced,780,41,Retired,5,Own,Education,Approved
29,Male,132,Bachelor,Single,703,43,Retired,1,Rent,Education,Approved
43,Female,88,PhD,Divorced,521,26,Retired,2,Own,Business,Rejected
33,Male,135,Master,Single,789,41,Employed,2,Mortgage,Business,Rejected
68,Male,23,Master,Widowed,639,49,Employed,2,Rent,Car,Approved
54,Female,94,Bachelor,Married,812,5,Employed,1,Rent,Education,Approved
39,Male,61,Master,Widowed,551,44,Employed,3,Own,Business,Approved
46,Female,49,High School,Divorced,663,18,Self-Employed,1,Rent,Car,Approved
31,Male,89,Master,Divorced,826,25,Self-Employed,0,Rent,Education,Approved
45,Female,35,Bachelor,Married,441,48,Self-Employed,0,Own,Education,Rejected
22,Male,130,Master,Single,610,41,Unemployed,2,Mortgage,Home,Approved
64,Male,123,Bachelor,Widowed,684,40,Employed,2,Mortgage,Business,Rejected
66,Female,126,Master,Single,611,38,Employed,3,Own,Car,Rejected
47,Male,142,PhD,Divorced,578,49,Self-Employed,5,Rent,Education,Approved
63,Female,46,Bachelor,Single,645,46,Self-Employed,2,Own,Business,Rejected
69,Male,32,Master,Widowed,686,21,Employed,0,Own,Car,Approved
22,Male,92,High School,Single,601,24,Self-Employed,2,Rent,Home,Rejected
29,Male,105,Bachelor,Divorced,806,28,Unemployed,3,Rent,Car,Approved
33,Female,50,Bachelor,Widowed,546,46,Unemployed,0,Own,Education,Rejected
43,Female,22,Master,Single,787,4,Unemployed,2,Rent,Personal,Rejected
43,Female,49,PhD,Single,538,8,Retired,3,Rent,Personal,Rejected
65,Female,118,PhD,Widowed,828,49,Retired,3,Mortgage,Home,Approved
38,Female,118,Master,Divorced,648,33,Employed,0,Mortgage,Education,Rejected
56,Male,105,Master,Widowed,651,3,Retired,0,Own,Education,Approved
53,Male,83,High School,Divorced,453,49,Self-Employed,5,Own,Business,Approved
50,Female,137,Master,Single,809,20,Unemployed,0,Own,Personal,Approved
47,Male,133,Bachelor,Widowed,485,35,Unemployed,3,Mortgage,Business,Rejected
54,Male,106,Master,Divorced,724,39,Retired,0,Rent,Education,Approved
40,Male,59,High School,Widowed,361,43,Unemployed,0,Own,Home,Rejected
27,Male,44,Master,Single,700,47,Unemployed,3,Mortgage,Personal,Rejected
22,Female,114,Master,Widowed,358,7,Unemployed,5,Own,Business,Rejected
53,Male,65,Bachelor,Single,441,27,Self-Employed,3,Mortgage,Home,Rejected
51,Female,51,PhD,Single,765,5,Retired,0,Mortgage,Education,Rejected
69,Female,116,Master,Single,448,49,Unemployed,0,Rent,Car,Rejected
48,Male,35,High School,Divorced,746,37,Unemployed,0,Mortgage,Car,Rejected
27,Female,37,Master,Divorced,473,1,Unemployed,5,Rent,Personal,Rejected
36,Male,94,Master,Married,610,22,Employed,3,Own,Home,Rejected
49,Male,20,Bachelor,Divorced,361,7,Self-Employed,4,Rent,Business,Approved
18,Male,144,PhD,Married,466,49,Retired,1,Own,Home,Approved
22,Female,57,PhD,Widowed,402,8,Unemployed,2,Own,Personal,Rejected
62,Female,64,PhD,Single,327,44,Self-Employed,1,Rent,Education,Rejected
21,Female,100,Master,Divorced,807,30,Unemployed,5,Own,Home,Rejected
33,Male,148,Bachelor,Single,433,28,Retired,3,Own,Personal,Approved
41,Male,51,Bachelor,Married,358,26,Retired,4,Own,Personal,Approved
33,Male,137,Master,Divorced,389,34,Employed,5,Own,Business,Approved
19,Female,59,Bachelor,Divorced,369,49,Employed,3,Mortgage,Education,Rejected
66,Male,93,PhD,Divorced,484,32,Employed,0,Mortgage,Home,Approved
45,Male,130,Bachelor,Divorced,737,22,Employed,5,Rent,Personal,Approved
49,Female,122,Master,Single,773,20,Unemployed,2,Mortgage,Education,Rejected
44,Female,122,Master,Divorced,467,14,Self-Employed,1,Mortgage,Business,Rejected
37,Female,93,High School,Married,423,23,Unemployed,3,Mortgage,Personal,Rejected
41,Male,133,High School,Divorced,512,3,Employed,4,Mortgage,Business,Approved
29,Male,142,Bachelor,Married,481,19,Employed,0,Mortgage,Education,Approved
67,Male,76,Bachelor,Married,370,14,Unemployed,4,Mortgage,Business,Approved
52,Female,93,Master,Single,494,40,Unemployed,2,Rent,Home,Rejected
50,Female,102,High School,Divorced,591,39,Self-Employed,4,Rent,Business,Rejected
50,Female,98,High School,Married,356,37,Self-Employed,4,Rent,Car,Rejected
68,Female,149,PhD,Divorced,599,35,Retired,0,Mortgage,Car,Rejected
60,Male,112,PhD,Single,617,1,Self-Employed,4,Mortgage,Car,Rejected
54,Male,69,Master,Single,670,19,Self-Employed,0,Mortgage,Car,Approved
29,Male,48,Master,Divorced,382,15,Employed,2,Own,Home,Rejected
20,Male,100,Master,Married,393,25,Employed,3,Mortgage,Personal,Approved
18,Male,29,Master,Widowed,566,1,Retired,0,Rent,Car,Approved
50,Male,136,High School,Widowed,675,31,Retired,5,Own,Car,Approved
57,Male,79,Master,Single,460,37,Self-Employed,5,Own,Personal,Rejected
27,Male,79,Master,Married,801,43,Self-Employed,3,Mortgage,Car,Rejected
60,Female,77,High School,Widowed,676,46,Retired,1,Mortgage,Personal,Rejected
61,Female,64,PhD,Married,411,22,Retired,4,Rent,Car,Rejected
46,Male,143,Master,Divorced,578,50,Employed,3,Rent,Personal,Approved
30,Female,45,PhD,Single,732,20,Retired,4,Mortgage,Personal,Rejected
29,Male,121,High School,Divorced,541,41,Employed,0,Rent,Education,Rejected
48,Male,70,PhD,Divorced,521,47,Employed,4,Rent,Business,Approved
63,Female,71,High School,Divorced,585,43,Retired,2,Mortgage,Personal,Rejected
19,Male,70,Master,Married,303,5,Retired,5,Rent,Car,Rejected
68,Male,150,PhD,Widowed,619,15,Self-Employed,3,Own,Home,Approved
67,Male,33,Master,Divorced,620,2,Self-Employed,4,Own,Personal,Rejected
52,Male,20,Bachelor,Single,307,12,Employed,3,Rent,Car,Rejected
40,Male,33,Bachelor,Married,351,7,Employed,3,Own,Personal,Approved
34,Male,100,PhD,Widowed,441,2,Retired,2,Rent,Education,Rejected
43,Male,22,High School,Divorced,579,8,Unemployed,0,Own,Home,Rejected
25,Female,117,PhD,Single,387,9,Unemployed,4,Rent,Home,Rejected
46,Female,59,High School,Divorced,459,27,Retired,1,Mortgage,Car,Rejected
43,Male,108,Bachelor,Widowed,327,28,Employed,3,Rent,Business,Rejected
27,Female,144,High School,Widowed,827,37,Employed,0,Mortgage,Education,Rejected
43,Male,114,Bachelor,Divorced,571,15,Unemployed,1,Rent,Business,Rejected
51,Male,28,PhD,Divorced,399,19,Self-Employed,3,Rent,Home,Approved
68,Male,113,Master,Married,503,30,Employed,1,Mortgage,Home,Rejected
58,Male,103,Master,Widowed,489,13,Retired,4,Own,Business,Approved
24,Female,40,Master,Widowed,845,45,Employed,4,Mortgage,Personal,Rejected
21,Female,44,High School,Divorced,593,6,Employed,5,Own,Business,Rejected
70,Female,121,Master,Single,643,30,Self-Employed,3,Rent,Business,Approved
67,Female,141,High School,Divorced,352,1,Unemployed,3,Own,Personal,Rejected
62,Male,44,Master,Divorced,346,42,Self-Employed,5,Rent,Personal,Rejected
28,Female,122,High School,Widowed,721,38,Retired,4,Mortgage,Personal,Approved
46,Male,76,High School,Married,764,25,Retired,0,Own,Education,Approved
53,Male,56,Bachelor,Divorced,728,35,Self-Employed,1,Rent,Home,Approved
42,Female,35,Bachelor,Single,696,26,Retired,3,Own,Home,Rejected
38,Male,56,PhD,Single,493,13,Retired,3,Mortgage,Personal,Rejected
53,Female,95,Bachelor,Divorced,365,19,Employed,2,Rent,Personal,Rejected
27,Female,45,High School,Single,775,10,Retired,1,Mortgage,Education,Rejected
54,Female,39,Bachelor,Single,325,45,Employed,5,Rent,Education,Rejected
26,Female,122,Bachelor,Divorced,398,7,Retired,4,Own,Car,Rejected
41,Female,48,Bachelor,Single,775,15,Unemployed,5,Own,Business,Rejected
52,Male,50,High School,Single,381,23,Self-Employed,3,Own,Home,Approved
66,Female,38,High School,Divorced,697,36,Unemployed,3,Own,Home,Rejected
52,Female,46,PhD,Widowed,692,43,Self-Employed,4,Mortgage,Education,Approved
65,Male,113,Bachelor,Married,343,31,Employed,1,Rent,Business,Rejected
53,Female,104,Bachelor,Married,777,8,Unemployed,0,Own,Education,Approved
35,Female,63,High School,Widowed,390,30,Self-Employed,4,Own,Car,Rejected
66,Male,132,PhD,Divorced,628,34,Employed,0,Own,Car,Approved
56,Male,93,PhD,Widowed,713,33,Retired,3,Own,Car,Approved
49,Female,106,High School,Married,409,1,Retired,0,Rent,Education,Rejected
41,Male,113,Bachelor,Married,518,16,Employed,0,Own,Business,Rejected
40,Female,117,PhD,Married,762,50,Self-Employed,4,Rent,Personal,Rejected
49,Male,75,PhD,Married,814,11,Employed,5,Mortgage,Home,Rejected
54,Female,116,Bachelor,Divorced,556,27,Self-Employed,3,Own,Personal,Rejected
29,Female,117,PhD,Married,492,22,Self-Employed,1,Own,Business,Rejected
66,Female,53,Bachelor,Married,369,40,Self-Employed,2,Mortgage,Education,Rejected
30,Male,119,PhD,Divorced,758,19,Retired,0,Mortgage,Education,Approved
40,Female,33,PhD,Widowed,681,44,Self-Employed,3,Own,Education,Approved
42,Male,131,High School,Divorced,793,6,Employed,2,Own,Car,Approved
52,Female,94,PhD,Married,396,48,Retired,1,Mortgage,Car,Rejected
58,Female,116,Bachelor,Single,523,40,Self-Employed,2,Rent,Car,Rejected
47,Female,140,PhD,Divorced,580,39,Retired,1,Rent,Personal,Rejected
